numberOfCellsInParallel	1
numberOfCellsInSeries	96

transmissionEfficiency
0.92
end
electricalEfficiency
0.99
end
vehicleMass
1710
end
rotaryMassConversionCoefficient
1.4
end
vehicleWindwardArea
2.38
end
rollingResistanceCoefficient
0.015
end
dragCoefficient
0.29
end

cellVoltage
3.68
end
cellResistance
0.93e-3
end

drivingCycle
0.0	13.90
1.0	13.90
2.0	13.90
3.0	13.90
4.0	13.90
5.0	13.90
6.0	13.90
7.0	13.90
8.0	13.90
9.0	13.90
10.0	13.90
11.0	13.90
12.0	13.90
13.0	13.90
14.0	13.90
15.0	13.90
16.0	22.22
17.0	22.22
18.0	22.22
19.0	22.22
20.0	22.22
21.0	22.22
22.0	22.22
23.0	22.22
24.0	22.22
25.0	22.22
26.0	22.22
27.0	22.22
28.0	22.22
29.0	22.22
30.0	22.22
31.0	30.55
32.0	30.55
33.0	30.55
34.0	30.55
35.0	30.55
36.0	30.55
37.0	30.55
38.0	30.55
39.0	30.55
40.0	30.55
41.0	30.55
42.0	30.55
43.0	30.55
44.0	30.55
45.0	30.55
46.0	5.67
47.0	5.42
48.0	5.11
49.0	4.94
50.0	4.94
51.0	4.83
52.0	4.36
53.0	3.64
54.0	3.36
55.0	3.33
56.0	3.33
57.0	3.33
58.0	3.42
59.0	3.50
60.0	4.08
61.0	4.25
62.0	4.42
63.0	4.50
64.0	4.75
65.0	4.94
66.0	5.03
67.0	5.11
68.0	5.64
69.0	6.44
70.0	7.36
71.0	8.28
72.0	9.06
73.0	9.56
74.0	9.86
75.0	10.11
76.0	10.39
77.0	10.69
78.0	10.92
79.0	10.97
80.0	10.83
81.0	10.69
82.0	10.36
83.0	10.28
84.0	10.19
85.0	9.97
86.0	9.81
87.0	9.61
88.0	9.50
89.0	8.86
90.0	7.58
91.0	6.11
92.0	4.72
93.0	3.94
94.0	3.33
95.0	2.53
96.0	1.61
97.0	1.00
98.0	0.61
99.0	0.00
100.0	0.00
101.0	0.00
102.0	0.00
103.0	0.00
104.0	0.00
105.0	0.00
106.0	0.00
107.0	0.00
108.0	0.00
109.0	0.00
110.0	0.00
111.0	0.00
112.0	0.00
113.0	0.00
114.0	0.00
115.0	0.00
116.0	0.00
117.0	0.00
118.0	0.00
119.0	0.00
120.0	0.00
121.0	0.00
122.0	0.00
123.0	0.00
124.0	0.00
125.0	0.00
126.0	0.00
127.0	0.00
128.0	0.00
129.0	0.00
130.0	0.00
131.0	0.00
132.0	0.00
133.0	0.00
134.0	0.00
135.0	0.00
136.0	0.00
137.0	0.00
138.0	0.06
139.0	0.53
140.0	1.69
141.0	3.25
142.0	4.56
143.0	5.25
144.0	5.53
145.0	5.78
146.0	6.33
147.0	7.06
148.0	7.69
149.0	8.11
150.0	8.28
151.0	8.17
152.0	7.56
153.0	6.28
154.0	4.81
155.0	3.69
156.0	3.33
157.0	3.50
158.0	3.92
159.0	4.78
160.0	5.58
161.0	6.50
162.0	7.08
163.0	7.67
164.0	8.19
165.0	8.64
166.0	8.92
167.0	9.22
168.0	9.78
169.0	10.33
170.0	10.56
171.0	10.39
172.0	9.75
173.0	8.61
174.0	7.53
175.0	7.03
176.0	6.97
177.0	7.19
178.0	7.72
179.0	8.11
180.0	8.22
181.0	8.19
182.0	8.11
183.0	7.86
184.0	7.25
185.0	6.56
186.0	5.83
187.0	5.25
188.0	4.75
189.0	4.36
190.0	4.03
191.0	3.81
192.0	3.58
193.0	3.47
194.0	3.39
195.0	3.33
196.0	3.33
197.0	3.33
198.0	3.33
199.0	3.47
200.0	3.61
201.0	3.89
202.0	4.17
203.0	4.58
204.0	5.28
205.0	5.89
206.0	6.61
207.0	7.47
208.0	8.22
209.0	8.89
210.0	9.78
211.0	10.42
212.0	10.89
213.0	11.25
214.0	11.56
215.0	11.97
216.0	12.50
217.0	13.08
218.0	13.61
219.0	14.06
220.0	14.39
221.0	14.64
222.0	14.75
223.0	14.86
224.0	14.94
225.0	15.06
226.0	15.22
227.0	15.36
228.0	15.50
229.0	15.61
230.0	15.69
231.0	15.69
232.0	15.61
233.0	15.25
234.0	14.69
235.0	14.17
236.0	13.83
237.0	13.67
238.0	13.44
239.0	13.03
240.0	12.31
241.0	11.53
242.0	10.97
243.0	10.28
244.0	9.61
245.0	8.97
246.0	8.06
247.0	6.97
248.0	6.17
249.0	5.81
250.0	5.67
251.0	5.42
252.0	5.11
253.0	4.94
254.0	4.94
255.0	4.83
256.0	4.36
257.0	4.03
258.0	4.28
259.0	4.97
260.0	5.72
261.0	6.44
262.0	7.14
263.0	7.97
264.0	9.03
265.0	10.03
266.0	10.83
267.0	11.33
268.0	11.92
269.0	12.33
270.0	12.75
271.0	12.78
272.0	12.67
273.0	12.58
274.0	12.14
275.0	11.33
276.0	10.56
277.0	9.56
278.0	8.58
279.0	7.08
280.0	5.94
281.0	5.61
282.0	6.36
283.0	7.39
284.0	8.39
285.0	9.47
286.0	10.39
287.0	11.31
288.0	12.22
289.0	13.14
290.0	13.67
291.0	13.83
292.0	13.67
293.0	13.36
294.0	13.14
295.0	13.00
296.0	12.97
297.0	13.00
298.0	13.08
299.0	13.14
300.0	13.14
301.0	13.08
302.0	12.94
303.0	12.72
304.0	12.44
305.0	12.03
306.0	11.61
307.0	11.33
308.0	11.19
309.0	11.14
310.0	11.03
311.0	10.89
312.0	10.69
313.0	10.39
314.0	10.00
315.0	9.56
316.0	9.17
317.0	8.81
318.0	8.33
319.0	7.78
320.0	7.25
321.0	7.11
322.0	6.92
323.0	6.92
324.0	6.75
325.0	6.64
326.0	6.64
327.0	6.56
328.0	6.47
329.0	5.69
330.0	4.86
331.0	4.69
332.0	4.64
333.0	4.42
334.0	4.33
335.0	4.17
336.0	4.03
337.0	3.97
338.0	4.03
339.0	4.28
340.0	4.94
341.0	5.86
342.0	6.69
343.0	6.94
344.0	7.03
345.0	7.08
346.0	7.33
347.0	7.39
348.0	7.53
349.0	7.69
350.0	7.81
351.0	7.83
352.0	7.81
353.0	7.78
354.0	7.75
355.0	7.75
356.0	7.81
357.0	7.83
358.0	7.78
359.0	7.47
360.0	6.94
361.0	6.44
362.0	6.08
363.0	5.86
364.0	5.75
365.0	5.75
366.0	5.78
367.0	5.89
368.0	6.14
369.0	6.53
370.0	6.75
371.0	6.81
372.0	6.61
373.0	5.92
374.0	4.92
375.0	4.00
376.0	3.31
377.0	2.83
378.0	2.47
379.0	2.22
380.0	2.00
381.0	1.69
382.0	1.36
383.0	1.03
384.0	0.64
385.0	0.25
386.0	0.00
387.0	0.00
388.0	0.00
389.0	0.00
390.0	0.00
391.0	0.00
392.0	0.14
393.0	0.58
394.0	1.33
395.0	2.31
396.0	3.42
397.0	4.61
398.0	5.81
399.0	6.72
400.0	7.11
401.0	7.11
402.0	6.92
403.0	6.47
404.0	6.00
405.0	5.61
406.0	5.19
407.0	4.72
408.0	4.25
409.0	3.94
410.0	3.86
411.0	3.89
412.0	3.94
413.0	4.03
414.0	4.14
